"","id","wave","NWP","SCR","EoF for SCR ","SCR coverage r","GWP ","Total assets ","Total liabilities ","Excess of assets over liabilities (£m) [= equ","Gross claims incurred (£m","Gross BEL (inc. TPs as whole, pre-TMTP) (£m","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Pure net claims ratio","Net expense ratio","Net combined ratio","Pure gross claims ratio"
"1008","202","2018",0,0,0,0,0,0,0,0,238.4728189,24.99565775,115.8599267,1.261102245,0.442147776,1.637829224,0.39506521
"1009","202","2019",0,0,0,0,0,0,0,0,29.75893155,NA,208.4365804,0.231047021,0.688515962,1.052944961,0.169881815
"1010","202","2020",0,0,0,0,0,0,0,0,17.02581633,NA,13.23479209,0.371512547,0.092986832,1.529414245,0.091018958
"1011","203","2016",1328.94,1305.59,1776.14,2.42,2018.81,5317.21,417.16,258.61,21.09008999,-167.8158237,-9.199148346,0.632409069,0.609116151,1.084126334,0.877567672
"1012","203","2017",1031.36,1418.31,1174.42,1.64,3338.72,5382.55,4592.25,1329.86,24.85144027,-46.78237377,-0.626098763,0.308438528,0.043490931,1.353437795,0.827442215
"1013","203","2018",512.15,1032.17,398.53,0.75,637.03,8096.21,19.55,1831.33,57.89183332,5.840183916,6.143271352,1.406903875,0.481895456,0.637796116,0.851285226
"1014","203","2019",1871.57,786.94,776,2.33,2781.12,771.74,3157.43,757.87,7.530025742,NA,1.045159085,0.68918201,0.166972394,1.237665744,0.212883877
"1015","203","2020",1964.28,12.51,595.76,1.42,471.18,2740.26,5979.77,966.22,0.358256104,NA,9.446693643,2.453294733,1.516639647,3.654313445,0.024600287
"1016","204","2016",15.78,14.49,42.5,4.34,10.36,33.73,13.07,27.38,9.176439008,72.19159354,7.214107248,0.520560143,0.288835774,1.82359894,1.011943921
"1017","204","2017",17.8,10.71,24.55,3.24,0.14,82.27,40.22,34.26,113.8985019,172.4418076,1.491951268,1.581242851,0.413404724,2.591892008,0.500998347
"1018","204","2018",10.17,4.61,40.15,2.91,7.72,77.2,15.99,24.48,28.75942007,209.8285666,186.0121143,1.472003844,0.70824793,0.044995469,0.829939509
"1019","204","2019",12.08,3.32,23.24,1.98,25.78,5.24,3.17,24.12,39.88719417,NA,232.8133901,0.781340543,0.342785807,1.507363247,0.500154472
"1020","204","2020",18.94,9.2,19.75,3.73,9.2,70.8,17.9,26.32,72.00553878,NA,11.17836355,2.295752025,-1.827929985,0.188694121,0.282298266
"1021","205","2016",7.8,0.99,18.94,0.45,33.85,17.51,80.92,4.73,0,0,0,0,0,0,0
"1022","205","2017",-8.38,5.38,8.33,2.44,7.96,74.38,20.83,6.6,183.4250528,743.1530698,6.239879716,0.064782884,0.001309736,0.379036318,1.093669137
"1023","205","2018",0,2.31,13.46,0.43,13.75,72.99,27.92,12.5,35.24081728,365.0280377,-13.59912198,-0.290443326,0.932939511,0.599278741,0.141669676
"1024","205","2019",0,3.21,12.57,4.72,0,33.81,5.62,14.19,328.8207581,NA,-7.796859552,0.639423759,-0.985353328,0.179701561,0.424535965
"1025","205","2020",0,0,0,0,0,0,0,0,97.21336743,NA,-71.51818968,0.834030187,-0.212672899,1.705460249,1.599822427
"1026","206","2016",0,0,0,0,0,0,0,0,40.11518509,144.5537765,7.186134529,0.185389653,0.378788889,0.764234087,0.594447296
"1027","206","2017",0,0,0,0,0,0,0,0,93.98266521,25.88207004,105.3054918,0.520822896,0.402227455,0.982170055,0.649020603
"1028","206","2018",0,0,0,0,0,0,0,0,142.4009909,205.6089298,12.11908649,0.456696066,0.375308912,1.387728355,0.036352535
"1029","206","2019",0,0,0,0,0,0,0,0,45.66514301,NA,75.79048503,0.223834815,0.506532118,0.904434626,0.916651931
"1030","206","2020",0,0,0,0,0,0,0,0,104.6805587,NA,70.44772649,1.168932829,0.335860195,0.611406203,1.029259679
"1031","207","2016",-0.96,45.12,86.25,0.29,-0.31,1075.32,125.69,296.25,2.98875421,0.281956849,8.201456952,0.184847232,0.634438089,0.399761613,0.043704454
"1032","207","2017",-1.39,97.95,89.69,1.81,0.1,978.23,214.52,62.23,9.592641145,4.588240769,3.077885496,0.338047366,0.168930366,0.699298739,0.262221967
"1033","207","2018",0,0,0,0,0,0,0,0,3.000065407,3.745898675,5.950442114,0.130728861,0.087633227,0.95591832,0.073086684
"1034","207","2019",0,0,0,0,0,0,0,0,5.14665809,NA,0.695054618,0.306933568,0.470946892,0.507665968,0.212452502
"1035","207","2020",0,0,0,0,0,0,0,0,3.243515053,NA,1.448710918,0.028726449,0.440686092,1.152180017,0.550787771
"1036","208","2016",1521.2,19.73,29.5,1.01,343.53,37103.17,34038.08,10.23,0.019718738,0.728277151,0.353025215,0,0,0,0
"1037","208","2017",741.52,52.01,14,0.44,3796.29,46455.29,16919.48,56.32,0.199066392,0.056141407,0.236405365,0,0,0,0
"1038","208","2018",137.79,27.2,53.2,2.03,3096.54,40709.86,6066.27,31.09,0.066424275,0.805093709,0.210885279,0,0,0,0
"1039","208","2019",2238.26,27.66,20.1,3.38,956.73,56732.67,7521.74,70.84,0.028724033,NA,0.518063603,0,0,0,0
"1040","208","2020",2076.83,31.37,3.34,0.26,701.16,54768.74,60409.18,94.34,0.001343614,NA,0.320523406,0,0,0,0
"1041","209","2016",0,0.07,10.11,7.49,0,1864.42,450.76,12.76,16.39064193,345.5784362,105.4488788,0.06056713,0.788100456,0.393760572,0.185453282
"1042","209","2017",185.13,1.56,7.93,5.92,500.71,257.4,1893.55,6.42,30.64137448,107.8075096,75.40577097,0.719939032,0.414161437,0.652534445,0.959796383
"1043","209","2018",142.85,3.62,6.45,6.04,8.72,516.58,1967.23,10.86,26.86223486,124.5265087,41.40910423,3.63933926,-2.76763551,0.112316334,1.890148713
"1044","209","2019",142.42,2.11,8.48,8.35,241.66,2143,1662.23,19.61,2.230532569,NA,59.14110129,0.139426456,1.002618911,2.437706448,1.514002913
"1045","209","2020",107.81,0.52,4.18,6.12,20.67,1663.39,310.34,6.14,-8.717744644,NA,36.55154153,-0.586405467,0.478426403,-0.022669136,-1.030924092
"1046","210","2016",30031.05,381.75,1031.48,3.59,18971.29,34203.9,244235.77,62.42,437.0905368,270.2586161,64.0575512,0.670725664,0.569312234,0.536818426,0.807397364
"1047","210","2017",19261.41,236.78,925.77,0.92,30581.96,83203.5,136676.33,1216.37,15.46121755,1903.007531,733.490518,0.334939077,0.739417678,1.206393345,1.289565928
"1048","210","2018",41591.4,270.24,1308.21,1.75,74078.64,255817.9,362313.85,18,86.49888006,354.9295992,1230.051918,1.136275886,0.500429143,0.707527866,0.512672033
"1049","210","2019",25473.31,345.81,1446.85,1.32,72456.77,477202.82,471074.18,445.73,652.9453094,NA,119.5418232,0.38664442,0.126769292,0.13269736,0.399213714
"1050","210","2020",60699.95,11.64,994.79,0.16,69697.93,160518.7,12327.36,1123.82,1024.038151,NA,190.4533984,1.371197232,0.524357918,0.83056377,0.944852313
"1051","211","2016",70.69,167.02,374.48,0.69,447.03,815.89,36.46,191.74,0,0,0,0,0,0,0
"1052","211","2017",363.02,153.8,313.13,1.5,390,757.04,281.66,27.52,0,0,0,0,0,0,0
"1053","211","2018",163.81,215.61,303.28,0.06,335.95,620.48,244.77,17.5,0,0,0,0,0,0,0
"1054","211","2019",324.35,59.17,4.59,0.44,24.97,60.66,164.86,73.23,0,NA,0,0,0,0,0
"1055","211","2020",28.99,135.62,186.86,0.76,457.84,728.56,121.83,21.34,0,NA,0,0,0,0,0
"1056","212","2016",156.95,29.06,304.06,9.11,167.73,400.58,7.51,201,9.590127174,71.29960026,23.59407499,0.762477841,0.165815178,1.544194433,0.458608749
"1057","212","2017",67.21,33.62,107.77,1.92,83.57,312.94,35.81,328.16,19.25892524,54.54901873,-0.408831365,2.364425387,-0.386988518,0.941293168,0.8475883
"1058","212","2018",22.44,24.88,163.31,8.22,213.6,122.77,48.69,135.31,5.545749075,55.12443344,0.219230776,0,0,0,0.177905718
"1059","212","2019",97.24,45.75,343.08,3.37,39.99,88.52,42.79,48.94,-1.96337347,NA,0.285774185,0,0,0,-0.231044579
"1060","212","2020",111.28,59.01,329.47,7.58,20.66,29.06,23.53,346.91,0,NA,0,0,0,0,0
"1061","213","2016",6.04,392,-106.97,-0.1,19.01,408.51,472.37,-24.93,38.53415519,62.80564487,131.6698248,0.029229355,0.216255646,1.614468831,1.045955674
"1062","213","2017",26.28,330.15,15.47,0.09,27.56,135.25,621.26,70.74,39.97576362,190.2143206,152.1162591,0.062375513,0.066593069,1.608723303,0.02727862
"1063","213","2018",18.3,295.86,61.9,0.07,24.36,212.23,708.51,112.99,36.67063879,68.4800182,88.0949645,0.197889549,0.628372156,1.367746814,0.39477209
"1064","213","2019",10.07,116.83,112.2,1.01,16.02,8.02,424.19,193.53,71.78114576,NA,15.08922432,0.1747715,0.546248894,0.682333192,1.23527366
"1065","213","2020",17.19,445.64,299.01,0.06,9.37,982.25,17.19,198.26,67.28165383,NA,194.6763317,0.105702573,0.077730735,0.079626074,0.261561812
"1066","214","2016",2.11,5.42,39.37,1.02,3.26,56.26,15.95,8.25,0,0,0,0,0,0,0
"1067","214","2017",1.66,15.61,51.65,2.2,0.25,16.68,60.41,12.48,198.5047011,765.4213382,-15.60344279,-0.295883621,1.822899711,0.505039179,0.973880687
"1068","214","2018",0.58,13.03,15.36,4.72,2.24,35.12,12.35,1.21,20.75551038,62.3516264,-8.740163333,-0.084361286,0.620047355,1.757334493,0.35774633
"1069","214","2019",5.8,6.83,18.67,6.09,1.01,105.85,1.99,10.22,179.1366827,NA,-9.641504974,-0.118587486,2.323318131,0.760507231,0.454745946
"1070","214","2020",0.65,2.83,53.57,1.05,4.65,69.39,48.67,53.45,215.3213504,NA,9.343717063,2.858252155,0.075325424,1.570326171,4.199846229
"1071","215","2016",0.44,1.27,0.52,6.21,0.91,6.26,0.85,5.81,319.4105913,696.2513411,20.12866254,0.627166671,0.643392654,1.075378522,0.08465074
"1072","215","2017",0,0,0,0,0,0,0,0,298.2084762,698.2541041,146.8942059,0.688317369,0.442273096,0.198040885,0.071090063
"1073","215","2018",0,0,0,0,0,0,0,0,283.7821568,200.7115617,226.7369931,0.645872864,0.549467668,1.034186534,0.058753206
"1074","215","2019",0,0,0,0,0,0,0,0,201.3148135,NA,222.2723787,0.200784794,0.951351077,0.581399902,0.118855886
"1075","215","2020",0,0,0,0,0,0,0,0,71.13888577,NA,139.4598926,0.343700537,0.139757128,1.437462254,1.453490977
"1076","216","2016",964.55,3563.11,3539.61,2.13,2560.8,133568.7,77527.59,670.55,5619.611745,3687.975539,11351.60902,0.428988497,0.744094395,0.325722979,0.001224657
"1077","216","2017",846.03,0,6.63,999302877.18,1768.97,7.34,0,1.73,4134.248614,16074.41913,6777.239146,0.26696682,0.073726518,0.524980548,0.617640241
"1078","216","2018",0,0,0,0,0,0,0,0,6844.014131,19292.06652,2403.554091,0.368778589,0.248971275,1.311461977,0.881657097
"1079","216","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"1080","216","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"1081","217","2016",0,24.92,18.35,7.28,0,70.74,3.42,85.54,0.007528912,1.046651194,0.554270545,0,0,0,0
"1082","217","2017",0,22.65,118.54,5.47,0,28.54,2.94,147.43,-0.041656691,1.907365543,0.652058361,0,0,0,0
"1083","217","2018",0,32.54,166.73,9.13,0,5.43,0.05,129.21,5.13147197,2.272368066,4.012271027,0.677353749,0.03849738,0.836403565,0.22493843
"1084","217","2019",0,0,0,0,0,0,0,0,2.238665756,NA,1.854981163,0,0,0,0
"1085","217","2020",0,0,0,0,0,0,0,0,0.011957119,NA,9.707144343,0,0,0,0
"1086","218","2016",671.84,327.34,451.61,0.83,599.21,758.03,698.08,457.47,0,0,0,0,0,0,0
"1087","218","2017",324.54,127.01,326.18,0.58,43.81,116.8,1078.89,30.19,0,0,0,0,0,0,0
"1088","218","2018",30.99,9.21,348.46,0.19,633.11,1118.5,315.74,301.08,0,0,0,0,0,0,0
"1089","218","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"1090","218","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"1091","219","2016",19.67,7.04,23.94,6.43,36.52,60.51,15.69,51.51,0,0,0,0,0,0,0
"1092","219","2017",18.1,3.69,17.36,7.6,8.37,62.28,17.2,33.52,0,0,0,0,0,0,0
"1093","219","2018",0.36,4.9,30.1,10.08,3.1,28.98,39.91,32.68,0,0,0,0,0,0,0
"1094","219","2019",9.53,0.72,50.63,4.08,9.79,68.49,4.91,49.76,0,NA,0,0,0,0,0
"1095","219","2020",8.3,0.12,20.86,4.9,19.76,67.61,52.8,40.63,0,NA,0,0,0,0,0
"1096","220","2016",0,0.44,6.8,0.7,0,39.88,23.51,2.7,0,0,0,0,0,0,0
"1097","220","2017",26.99,0.08,16.02,0.45,36.43,31.28,18.83,16.2,0,0,0,0,0,0,0
"1098","220","2018",52.09,17.47,22.83,1.67,43.82,29.71,16.84,29.58,0,0,0,0,0,0,0
"1099","220","2019",51.61,2.16,22.23,1.46,27.02,49.1,36.15,42.87,0,NA,0,0,0,0,0
"1100","220","2020",26.7,2.91,21.38,0.71,4.54,29.89,12.89,20.33,0,NA,0,0,0,0,0
"1101","221","2016",1089.08,91.89,600.75,0.24,425.22,1725.99,833.92,604.06,26.3582769,0.825519302,3.009514979,0.795707338,0.008658335,0.726351571,0.479554732
"1102","221","2017",2827.09,124.89,82.29,0.11,221.77,1562.85,108.18,212.88,0.820809865,1.099791259,2.265659896,1.096894168,0.323080038,0.851463596,0.292011799
"1103","221","2018",2877.09,323.23,480.43,1.48,1174.89,243.76,595.4,131.97,23.39005945,0.004166718,4.325510211,0.127594206,0.032361634,0.354929955,0.371501921
"1104","221","2019",2038.52,62.57,486.26,2.04,2989.55,368.55,310.93,727.02,7.665115691,NA,0.056585141,0.309830514,0.18722766,0.72998011,0.579833632
"1105","221","2020",1442.39,430.61,149.85,2.93,2164.01,1659.77,125.78,33.65,1.843099179,NA,4.782006917,0.221582008,0.309498736,0.650096383,0.603409165
"1106","222","2016",223.6,157.08,447.79,2.41,157.71,1254.12,578.56,148.11,0,0,0,0,0,0,0
"1107","222","2017",423.16,92.18,386.29,1.3,12.36,939.96,937.6,238.63,0,0,0,0,0,0,0
"1108","222","2018",291.81,286.41,320.63,1.73,104.59,492.14,487.43,207.22,0,0,0,0,0,0,0
"1109","222","2019",153.45,66.81,237.16,2.37,388.58,1591.29,1343.58,239.4,0,NA,0,0,0,0,0
"1110","222","2020",79.3,78.87,228.41,0.92,241.87,597.22,1553.6,66.48,0,NA,0,0,0,0,0
"1111","223","2016",17.47,25.32,13.36,0.25,33.06,2.05,3.17,43.15,3.129059156,0,0,0,0,0,0
"1112","223","2017",40.95,38.47,56.46,1.08,22.23,62.99,9.56,63.57,0,0,0,0,0,0,0
"1113","223","2018",13.87,20.3,23.98,3.28,3.32,76.09,1.99,30.93,0,0,0,0,0,0,0
"1114","223","2019",23.6,5.71,21.72,0.72,56.4,5.3,11.18,54.87,0,NA,0,0,0,0,0
"1115","223","2020",16.72,13.94,6.61,1.81,42.41,8.23,6.2,59.55,0,NA,0,0,0,0,0
"1116","224","2016",0,0.51,2.88,0.71,0,6.54,0.5,0.7,16.71334137,-10.96852663,-1.097876515,1.10926882,1.104461168,0.162066357,0.095899138
"1117","224","2017",0,0.63,1.69,0.72,0,0.78,0.67,2.86,71.74431107,39.23227417,10.95800194,0.164770784,0.063817242,0.426077681,2.170079967
"1118","224","2018",0,0.02,3.58,5.94,0,1.93,1.13,3.98,36.83850084,23.47198736,6.678761253,1.207666987,0.016081096,2.107590251,1.507664007
"1119","224","2019",0,0.43,1.54,2.37,0,1.15,2.54,2.59,6.580631934,NA,0.4648377,3.10004107,-0.013430799,3.26681556,0.417111053
"1120","224","2020",0,0.61,0.38,12.95,0,1.46,2.67,8.51,0,NA,0,0,0,0,0
"1121","225","2016",-0.04,2.3,-1.71,-0.36,0,90.82,91.34,-6.77,559.51572,647.5634058,430.8588216,0.648915816,0.334448709,0.790774987,0.62804008
"1122","225","2017",0,8.99,-1.92,-0.05,0,16.63,57.44,-0.6,871.339497,38.79608196,702.0134222,0.937366957,0.145589144,0.998861299,0.940196934
"1123","225","2018",0,7.06,-3.83,-0.17,0,67.07,16.11,-3.83,769.0550093,1580.283934,788.9642514,1.007578421,0.208195172,0.318185087,1.350908692
"1124","225","2019",0,0,0,0,0,0,0,0,890.3754839,NA,1285.568136,0.077699207,1.097256332,0.015080105,1.097269749
"1125","225","2020",0,0,0,0,0,0,0,0,615.0424138,NA,269.7547723,0.516887198,0.109767906,1.148160205,1.02978909
"1126","226","2016",15.28,4.3,6.34,2.68,19.48,5.01,4.23,0.49,0,0,0,0,0,0,0
"1127","226","2017",56.83,15.02,7.31,0.58,10.91,19.43,6.34,22.39,0,0,0,0,0,0,0
"1128","226","2018",19.55,7.57,21.99,0.08,2.34,30.45,7.79,3.93,0,0,0,0,0,0,0
"1129","226","2019",15.95,4.38,25.19,2.73,2.69,33.03,8.36,22.77,0,NA,0,0,0,0,0
"1130","226","2020",48.53,7.35,9.16,1.19,31.39,41.38,6.52,0.77,0,NA,0,0,0,0,0
"1131","227","2016",109.24,162.75,419.08,0.72,367.58,151.44,463.57,14.31,6.907267203,171.6168585,59.61181185,0.372959203,0.660748869,0.70458815,0.628730918
"1132","227","2017",416.54,91.42,436.42,0.65,594.23,1127.31,231.71,322.53,14.70264988,116.1130941,96.7467088,0.49625018,0.687450635,2.028833306,0.653792744
"1133","227","2018",388.51,20.24,244.96,1.03,964.8,1290.8,734.45,292.22,125.9543256,318.3726513,194.114469,0.52429373,0.593033455,0.876389044,0.912279743
"1134","227","2019",30.07,239.14,230.51,1.32,92.13,373.67,84.95,255.67,142.2071166,NA,16.72586344,0.849667943,0.25910841,0.156548624,0.157556665
"1135","227","2020",405.69,126.81,222.81,0.28,670.41,955.37,1545.62,195.6,252.957034,NA,15.99018968,1.149855887,0.458683102,2.552758451,0.821553942
"1136","228","2016",3.16,5.78,5.06,1.65,9.41,29.61,10.01,32.59,0,0.053374681,0.235632689,0,0,0,0
"1137","228","2017",6,9.71,51.69,0.39,1.42,92.53,51.77,53.32,-2.52208e-05,0.008063742,0.144382226,0,0,0,0
"1138","228","2018",16.83,3.6,11.53,2.53,5.52,20.59,29.42,28.76,0.338289095,46.49259604,88.2491189,0,0,0,0
"1139","228","2019",3.74,9.7,8.66,0.08,19.44,10.28,10.56,37.17,-1.325281964,NA,20.43301872,0,0,0,0
"1140","228","2020",8.38,30.35,40.47,2.34,15.06,81.53,24.29,49.83,16.90583329,NA,38.047108,4.758018548,989.7802439,1642.92728,0
"1141","229","2016",228.72,174.68,1.66,0.01,122.91,1088.96,807.95,705.31,47.79145588,3.795247048,15.24700954,0.15494856,1.038151805,2.844753587,1.008022797
"1142","229","2017",117.14,250.56,641.46,2.36,253.72,1253.66,87.98,778.53,147.5897898,43.28811706,27.69625997,1.142961208,0.508592243,0.714073774,0.858680313
"1143","229","2018",322.19,456.85,402.23,2.03,406.43,1972.89,392.51,397.4,60.31100239,64.1065522,58.72504377,0.445566227,0.405337132,1.651647773,0.293194775
"1144","229","2019",279.58,176.22,344.82,1.34,475.92,457.57,843.89,326.31,51.76988907,NA,232.9481923,0.8763779,0.367271816,0.413986,0.367726176
"1145","229","2020",532.42,296.38,9.45,1.79,218.92,1618.41,577.78,773.54,77.77503996,NA,236.871706,0.819552901,0.628695253,0.975005853,0.381427036
"1146","230","2016",0.04,7.02,2.32,0.41,0.04,80.7,53.94,26.75,86.57739583,187.1955648,157.5803501,0.148228267,0.719964319,1.304987777,1.050214619
"1147","230","2017",-0.4,16.8,26.07,3.84,-0.02,166.29,13.58,35.76,216.794537,65.2937337,34.6881487,1.778818282,0.654401783,0.911941694,0.879109867
"1148","230","2018",1,13.22,31.1,2.89,0.06,100.11,19.18,22.44,478.9665339,121.9281708,491.331194,0.683793553,0.186124636,1.196648042,1.321430294
"1149","230","2019",-0.02,22.94,41.89,0.42,-0.01,14.9,37.2,6.98,244.9904015,NA,159.3543314,0.496658832,0.526594177,1.197532281,0.69786616
"1150","230","2020",0,20.03,25.92,0.4,0,81.02,51.21,46.9,452.1523928,NA,302.8682427,0.200187512,0.16440421,1.314471043,0.724459163
"1151","231","2016",14.42,59.15,24.66,0.18,281.48,19.07,428.91,31.47,0,0,0,0,0,0,0
"1152","231","2017",7.25,8.26,37.15,1.06,106.78,24.25,458.61,29.64,0,0,0,0,0,0,0
"1153","231","2018",18.97,16.66,81.73,1.13,240.3,989.39,172.05,134.69,0,0,0,0,0,0,0
"1154","231","2019",40.72,12.49,5.27,3.09,561.59,1112.85,985.15,57.47,0,NA,0,0,0,0,0
"1155","231","2020",64.36,29.69,136.35,0.96,417.67,1082.27,781.33,149.28,0,NA,0,0,0,0,0
"1156","232","2016",0,0.08,6.96,11.07,0,6.05,0.06,5.98,0,0,0,0,0,0,0
"1157","232","2017",0,0.61,5.61,4.29,0,0.18,2.99,6.72,0,0,0,0,0,0,0
"1158","232","2018",0,0.05,0.45,17.37,0,11.85,0.7,9.93,0,0,0,0,0,0,0
"1159","232","2019",0,0.48,9.5,16.88,0,12.38,0.91,7,0,NA,0,0,0,0,0
"1160","232","2020",0,0.46,5.78,28.76,0,0.03,0.75,2.81,0,NA,0,0,0,0,0
"1161","233","2016",0,3.34,3.68,4.38,0,155.15,41.76,16.22,21.1891842,5.392532119,27.62333822,0.294181232,0.679147689,1.356873071,0.609642426
"1162","233","2017",0,0.6,23.94,0.72,0,68.02,75.3,2.65,36.53912173,35.30918458,45.78979481,0.664373553,0.503066131,0.853217404,0.448407722
"1163","233","2018",0,4.2,22.8,3.3,0,152.3,116.75,2.62,33.01955678,42.96322617,34.82159408,0.447223156,0.894183231,0.325330202,0.536490019
"1164","233","2019",0,6.4,16.12,0.26,0,183.87,159.82,5.54,25.85861508,NA,44.69136927,0.092161667,0.267852449,0.298236138,0.236674139
"1165","233","2020",0.17,3.21,7.96,1.98,0,173.59,253.43,1.86,69.65642146,NA,36.91624161,0.310688969,0.471625647,1.440943295,0.744926814
"1166","234","2016",3700.8,2540.58,4080.16,2.2,5694.66,5687.85,2624.67,3075.92,1210.95375,264.6247177,97.82785956,0.283850693,0.056529119,0.394129887,0.501781988
"1167","234","2017",5344.31,3375.31,2621.9,0.41,2437.36,24740.88,19871.99,2514.54,2521.34497,491.7290975,134.4135998,0.947691632,0.339236288,0.00903725,0.579196557
"1168","234","2018",1155.11,2125.73,2220.42,3.6,1717.35,20811.03,12880.7,248.06,3031.649051,322.8796257,638.2081613,1.171820757,0.451728646,0.155448544,0.731226452
"1169","234","2019",3998.98,2635.94,6120.02,3.06,3665.82,9379.5,5025.34,2912.46,1248.740155,NA,28.12980805,0.53206507,0.415968464,0.401129768,0.515095063
"1170","234","2020",1569.1,685.18,2526.14,0.05,4051.51,22514.71,19797.03,803.49,1231.550938,NA,327.1658954,0.124119597,0.496662823,0.006348025,0.028825725
"1171","235","2016",0,0.34,29.46,12.65,0,129.86,3.21,29.05,1.792368848,1.35145746,0,0.42552603,0.036513688,2.491191033,1.097256626
"1172","235","2017",2.93,3.04,9.14,2.61,0.7,188.75,84,13.74,0,0,0,0,0,0,0
"1173","235","2018",2.92,9.78,38.32,2.01,5.75,149.14,101.02,27.23,0,0,0,0,0,0,0
"1174","235","2019",4.59,2.84,36.41,1.47,7.54,213.23,143.75,53.72,0,NA,0,0,0,0,0
"1175","235","2020",3.72,10.25,30.08,3.04,4.18,182.57,139.64,38.89,0,NA,0,0,0,0,0
"1176","236","2016",80.25,96.39,234.28,1.64,142.55,503.11,176.77,409.94,84.30623298,69.94324626,800.4931142,0.20499903,0.115912927,0.037180215,0.18641601
"1177","236","2017",29.82,48.58,29.32,1.46,124.01,586.83,38.71,137.18,150.0250856,1070.084981,601.7555296,1.288449438,0.307834385,1.343956958,1.005418302
"1178","236","2018",3.25,85.65,260.95,2.1,127.24,671.62,26.42,75.77,350.655615,402.4711997,173.1968776,0.507741899,0.319232934,0.050192042,0.940699012
"1179","236","2019",97.31,71.42,153.7,3.21,73.1,787.05,86.41,456.2,0,NA,0,0,0,0,0
"1180","236","2020",166.95,195,25.77,3.22,174.18,901.04,610.46,65.32,0,NA,0,0,0,0,0
"1181","237","2016",0,89.13,288.92,1.07,0,223.44,1114.86,16.43,0,0,0,0,0,0,0
"1182","237","2017",12.63,18.24,276.91,2.6,112.31,1399.79,424.36,206.65,0,0,0,0,0,0,0
"1183","237","2018",95.93,129.23,35.24,2.71,389.81,821.3,954.32,234.22,0,0,0,0,0,0,0
"1184","237","2019",68.09,200.29,414.57,4.01,37.16,1380.28,1403.26,606.98,0,NA,0,0,0,0,0
"1185","237","2020",16.91,158.53,127.59,3.27,67.3,2005.09,1576.34,811.52,0,NA,0,0,0,0,0
"1186","238","2016",0,0.49,0.83,1.67,0,5.81,0.55,9.01,123.2224435,790.961911,582.6302211,0.106894343,0.549536881,0.262676775,0.027067752
"1187","238","2017",0,0.2,7.17,6.18,0,14.24,1.87,7.76,114.2719983,723.2425001,300.93298,0.486372473,0.717596727,1.260170058,0.23730369
"1188","238","2018",0,0.18,1.44,4.7,0,3.61,4.02,11.21,124.4239949,72.74484792,320.0482557,0.51356684,0.750685287,0.566626168,0.2506368
"1189","238","2019",0,0.5,5.68,1.8,0,8.39,2.97,3.56,36.0848431,NA,495.0536607,0.233420739,0.311829107,0.024707311,0.384990041
"1190","238","2020",0,0,0,0,0,0,0,0,215.4434343,NA,420.6291545,0.013035459,0.112317501,0.986035576,0.629603806
"1191","239","2016",0,3.1,1.9,1.19,0,14.11,4.83,4.58,199.2423504,994.3599782,572.442928,1.373081591,0.2347272,1.551004428,1.858919512
"1192","239","2017",0,0.59,0.79,2.91,0,4.93,4.65,3.01,64.86178822,174.5995481,705.0254016,0.649580753,0.850543705,0.610894111,0.872562438
"1193","239","2018",0,2.31,10.03,3.44,0,19.1,5.15,11.11,25.87727928,97.89512816,220.566666,0.756267396,0.626704915,2.169273864,1.049231484
"1194","239","2019",0,1.49,1.01,0.99,0,13.9,1.17,7.72,202.3875744,NA,221.7873993,0.911327696,0.548715202,0.968072795,1.07671014
"1195","239","2020",0,0,0,0,0,0,0,0,108.510293,NA,197.6076137,0.697023695,1.41877881,2.326521929,1.669246657
"1196","240","2016",681.96,64.35,185.66,1.41,660.11,355.47,27.3,336.71,0,-27.50057651,-47.23498639,0,0.147427581,0.157192979,0
"1197","240","2017",588.76,19.65,197.91,1.29,791.34,47.16,64.99,296.64,0,-9.848178414,-17.9633972,0,0.023884435,0.082564925,0
"1198","240","2018",101.35,10.17,111.66,0.72,452.22,145.63,35.01,4.38,0,-28.26318629,-14.84657552,0,0.42870907,0.078948645,0
"1199","240","2019",1151.33,41.17,123.1,2.17,589.63,144.95,25.33,253.13,0,NA,-15.40751166,0,0.043676109,0.548729901,0
"1200","240","2020",708.27,34.17,16.84,1.01,1100.62,21.07,86.99,68.11,0,NA,0,0,0,0,0
"1201","241","2016",5.15,16.35,29.61,0.36,35.55,115.9,43.98,4.6,24.94489033,51.95103758,131.2719007,0.557966061,0.250491329,0.199109462,1.269182891
"1202","241","2017",34.63,38.77,0.62,0.27,38.77,269.31,249.94,29.36,221.7518075,219.3192389,213.8809279,0.254504809,0.380281195,1.470004212,0.833337277
"1203","241","2018",2.03,15.23,48.24,1.71,37.78,248.14,215.76,27.53,135.7467227,275.6600137,346.3510991,0.834069103,0.605717157,1.637594875,0.116649878
"1204","241","2019",10.9,38.9,1.56,1.35,90.3,205.03,40.46,57.83,14.64732929,NA,254.1110166,0.779113499,0.806747321,1.159983375,0.992430741
