,Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,
Firm 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 127,0,14.18227395,133.4023751,20.82958825,304.5031929,0,7535.142994,4495.721986,3049.501905,2148.325882,0,80.89390917,88.60198468,12.61121549,97.41994489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 128,0,0,0,0,0,0,0,0,69.48338526,0,0,0,0,133.5201994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 129,6.687630052,57.58270775,36.10299678,54.51141081,-1.144115777,-97.4821323,-54.02509941,3.718845223,141.961503,29.89322575,-98.86380307,-39.66084533,6.522747858,100.0335366,13.35726299,0.098479064,0.035959878,2.00128393,1.792847824,-0.069227269,0.287770157,0.1373332,0.108087359,0.131374676,0.303244135,0.583529964,1.202680588,1.908729922,3.980788599,0.033948535,0.187800359,0.841700362,0.701286086,3.286860169,-0.047376581,0.337604399,0.562137769,0.241174685,0.11681214,0.361133382,0.913319548,1.394555379,0.687029554,3.646352546,0.074070172,
Firm 130,215.5098015,19.041672,99.63319037,282.523378,0,30.10949273,12.15830086,37.62481736,36.93848293,0,6.463256256,24.24050557,29.40473539,30.94763152,0,0.348470929,0.611981938,0.273959866,0.969833897,0,0.555747254,0.056980865,0.522011877,0.37948452,0,1.62963881,1.596325643,1.329880407,0.790747613,0,0.706574392,0.221531925,0.233868971,0.775088645,0,0.008446896,0.039053756,0.244479433,0.584991932,0,1.143159565,0.777059408,1.268528363,1.305966343,0,
Firm 131,321.1420689,393.3638321,391.7021702,186.9426251,268.0279412,427.6863467,157.1495984,644.1221234,1003.048088,891.4569971,468.280353,412.6029973,708.6502794,358.8442546,849.5801002,1.051671258,0.461991558,0.311595943,0.716622101,0.934645844,0.652343582,0.169759005,0.546713238,0.587761249,0.093775932,0.066948595,0.370805191,0.046337229,0.704955775,1.003590983,0.838215243,1.087776898,0.558632311,0.15355214,0.888050361,0.377661341,0.343353869,0.34064699,0.662065166,0.501522957,0.015447133,1.066473053,0.498000376,0.79803095,0.082349638,
Firm 132,76.09002169,93.74129927,50.34992278,24.22814385,184.6466551,18.69366044,183.1268973,491.3870529,209.1373769,224.6225478,124.5488755,295.2583061,451.0100802,2.565413977,229.0542899,0.309364095,0.223931121,0.723689234,0.682719384,0.261206607,0.614122426,0.242065062,0.328253461,0.3599106,0.049679554,1.388058723,0.935953565,1.141880225,0.854973149,1.344970832,0.620828487,1.002636796,0.870875592,0.611553311,0.665479646,0.540306031,0.039389076,0.583424178,0.106628477,0.481609408,0.820637502,0.142081581,0.435128321,0.164488227,0.646335636,
Firm 133,6.005675391,0,0,0,0,20.11346767,0,0,0,0,6.948924827,0,0,0,0,0.152501465,0,0,0,0,0.951014424,0,0,0,0,0.496255473,0,0,0,0,0.142415143,0,0,0,0,0.604546403,0,0,0,0,0.964240242,0,0,0,0,
Firm 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 135,58.38156542,40.7591845,23.80646171,41.36496125,153.3717033,201.3063465,740.3969124,254.0148318,232.0817626,852.7682644,424.0621512,168.3362444,628.7658785,706.0183448,477.5593953,0.566871774,0.697531822,0.91343111,0.907011773,0.358386402,0.088764097,0.63849036,0.724747008,0.411137081,0.683560344,1.25464959,0.84034913,1.705236965,0.626417777,0.688084031,0.49429594,0.113155618,0.08554719,0.753776585,1.092220004,0.617822195,0.16619418,0.668096028,0.548463115,0.352990481,1.27314975,0.64721112,0.139764744,0.875533822,1.116742424,
Firm 136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 137,17.40259012,34.33930691,281.3162889,108.4265663,270.0890048,33.76031524,11.24855063,331.7039325,102.4924659,179.6919209,7.779842477,52.70936902,137.7783898,31.20194452,117.4590717,0.399766851,0.787961345,0.064575624,0.518014121,1.373552212,0.422672558,0.053348929,0.34612202,0.363720853,0.908487852,0.517963018,0.928426858,1.391128769,0.615461816,0.22179658,0.190965191,0.708826162,3.183550323,0.451212551,1.580535103,0.622854084,0.266862651,0.55075195,0.60578754,0.223492151,0.579413121,1.60015454,0.766536811,0.175617607,0.387825661,
Firm 138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 139,0.093808966,0.17791418,-0.401329023,-0.29242387,0.004015509,0.351986418,2.087184511,1.633023264,1.423617314,0.725895402,0.163088632,1.297888897,0.465130139,0.69553558,0.176103312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 141,9.822957135,3.496821355,3.957942432,7.3667194,0.084726479,1.546688021,0.295781443,0.638057259,1.552005652,1.371335722,0.409436749,1.708454471,1.383549046,0.737349032,2.233338011,0.024960075,0.341819902,0.054584603,0.300142146,0.200375764,0.747250182,0.772361565,0.649261764,0.678676878,0.061728433,1.353187202,1.101938169,0.136298372,0.355505657,0.14009201,0.124411077,0.013249133,0.157623649,0.334988473,0.038712801,0.297178529,0.727548959,0.399657746,0.920453737,0.084462954,1.060099215,0.924485732,0.316956082,0.382957385,0.037905053,
Firm 142,39.53169964,188.2468662,117.5401346,83.54496358,254.923058,63.78626459,11.34157639,223.5181213,156.4279068,121.6119558,61.93253581,41.20211041,176.0261736,8.795824947,38.74583623,0.251295986,0.077259696,1.16321641,0.917847077,0.992332881,0.46872935,0.524929811,0.678464615,0.575378465,0.21898283,0.232343601,1.579148166,1.826780075,1.015096894,1.318982899,0.039446051,0.566428208,0.676205689,1.125299887,0.101618462,0.368719513,0.168554967,0.483834425,0.114891642,0.270178893,1.292334288,0.49831378,0.761390056,0.226681766,1.788690285,
Firm 143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 144,26.27681828,13.42015646,3.851703922,16.32075811,139.6565859,4.915029266,93.98308776,114.853563,105.0892592,236.0237834,26.63162419,62.95709702,157.9396211,59.6979511,37.2762715,1.003438409,0.183252468,0.282252693,1.550650868,0.151109719,0.203314222,0.252927548,0.645377911,0.366430599,0.266670165,0.204774765,1.436903862,0.457639212,0.036961464,2.490730265,0.980270138,1.747392319,0.808260515,0.333800409,0.632356939,0.575552492,0.165564581,0.049424299,0.478197641,0.200274243,1.468116806,2.726687831,0.44325898,2.110043894,2.687715512,
Firm 145,0,1.556482807,1.177267707,0.040332642,0.016657416,65.93403548,18.13895631,26.61738055,70.26614821,4.566094299,4.475342896,64.23454093,70.31686136,38.0060383,6.303854049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 146,48.79034985,-0.548804995,-14.75672529,-3.880412111,0.400759273,442.0942615,145.0174403,195.2752183,121.7449358,148.5239999,379.5226884,89.72433598,75.37879336,48.564747,24.77340511,0.86391444,0.059657655,1.975616908,94.86703244,0.288247857,0.076072814,-3.079817151,-0.372617739,-140.3460777,3.031713356,1.700074444,-1.912660273,0.873256547,-25.50495815,6.825803503,1.180899083,-0.118089523,1.175566346,-6.454675309,2.373602899,0.247551712,-0.913665228,-0.476109159,4.73466724,0.682559477,1.571093777,-0.954977968,0.040159211,3.612205897,7.090944666,
Firm 147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 148,0,0,0,0.195190833,0,0,0,0,0.162769181,0,0,0,0,0.944496204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 150,0,0,0,0,0,1.632320824,0,0,0,0,0.20641706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 151,-74.42289284,-0.541526937,-28.86757559,-10.5549095,-14.25646115,863.8678364,519.1368754,279.6625253,466.1363055,356.8933132,962.5666916,214.048704,122.2926535,591.9543989,278.5795767,-1.302567439,-0.520623624,-0.729382214,-0.9063503,-0.273036535,0.916302349,0.169753224,0.398367918,0.193415883,0.239614176,-0.550872816,-0.090146281,-2.875152819,-0.282103595,0.052569187,-1.412966133,-1.519390232,-5.768077375,-0.043163825,-0.135587533,0.9726953,0.848063023,0.616229301,0.545959266,0.475716883,-0.496271793,-0.276754818,-6.226914613,-0.805354046,0.019296693,
Firm 152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 154,0,3.693496512,20.98114253,20.13493809,10.41535996,0,6.623865029,2.563112973,19.54195183,8.16940172,0,15.06271587,17.17898135,12.16095586,8.460213556,0,0.552693272,0.825378253,0.565957216,0.748372873,0,0.609202443,0.378889308,0.499901956,0.689152468,0,1.439164548,1.476579186,1.223339923,0.030797103,0,0.76772957,0.452221313,0.631709524,0.18831077,0,0.429631886,0.35554935,0.428855471,0.645431724,0,1.581912069,0.32074772,0.480621594,0.903044684,
Firm 155,0.272991347,0.271340356,0.230714815,-2.678633412,0.709953135,3.443444629,1.874104598,1.663630362,0.050317422,0.368852605,0.136925717,0.816952455,0.185787228,0.007285199,0.319293453,0.825944847,0,0,0,0,0.111396585,0,0,0,0,10.22468816,0,0,0,0,-9.184653587,0,0,0,0,0.05675556,0,0,0,0,-10.3511212,0,0,0,0,
Firm 156,0.193088619,9.337614614,30.86046755,4.482971093,26.46547137,0.046620643,0.147433205,12.26508567,5.422846307,8.382746946,0.744222692,1.126235226,10.80656179,8.494711131,22.99954305,0.284546688,0.225285871,1.566431245,0.107271138,1.106569009,0.137110636,0.053827414,0.024216235,0.082989098,0.093318229,0.488526057,1.802387896,0.790656128,0.316559592,1.210521485,0.145205395,0.144584379,1.472464704,0.243024462,0.083633208,0.01174284,0.086369239,0.112714748,0.26101476,0.081882244,0.143844157,1.6065624,0.684356955,0.280449281,0.90604617,
Firm 157,0,3.701783746,8.643977076,0.632718813,3.673676355,0,7.761764822,0,0,5.030700455,0,0.048566157,0,0,0.162132096,0,0.64066796,0.776751963,0.213382077,0.549163715,0,0.343986399,0.595568901,0.212834194,0.131316168,0,1.210441796,1.041216906,0.662201804,1.08663935,0,0.301148387,0.378435211,0.088666667,0.311812898,0,0.223018907,0.652516472,0.651739928,0.603185098,0,0.098308883,1.895077846,1.117742647,0.187021935,
Firm 158,1076.941342,878.9224258,807.9440438,50.73721946,2214.251988,2458.67438,3839.646179,2526.687676,1583.313599,5172.331637,1134.182206,2396.996155,1167.413036,1472.766464,219.806039,0.911308616,1.160394718,0.608816144,0.968763892,0.510545083,0.300366217,0.266482358,0.22268976,0.607331299,0.390097627,0.6673558,2.037750686,1.490134648,0.809666859,0.129317558,0.199419618,0.027908218,1.382029183,0.557120019,0.337513436,0.087573863,0.217095941,0.62677331,0.57134819,0.382488054,1.155162353,0.111874598,1.241711197,1.25184819,1.470457685,
Firm 159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 160,258.4746494,437.0143791,67.80706605,471.0192813,145.5848523,603.663314,193.5103917,861.6113464,88.52116854,125.044863,91.9514478,387.1482169,623.9719106,203.3816699,1275.686501,0.529554061,0.88040826,0.952018299,0.293693405,1.680748673,0.745912052,0.733629127,0.080291709,0.770378353,0.217225509,1.786693076,0.412783051,1.12234311,0.799812027,1.851168238,0.246365066,0.575903917,0.142082523,0.642402602,1.161556496,0.008982166,0.489653851,0.25963493,0.441796086,0.727100854,1.598619719,1.806826182,0.110979068,1.055706148,1.962873397,
Firm 161,-15.98469878,-5.099158555,-20.68671111,-12.26133227,-13.16899615,55.66236445,337.730769,256.9159215,67.71033103,60.10326373,22.42938424,196.9777973,221.1588222,75.6873091,127.7152967,169.2357883,-36.9841412,-14.6976316,-51.54307389,1.851739602,-4.265872169,7.74661308,20.88301655,21.17124557,-0.011667635,169.2050258,-7.816479702,0.617954299,-11.70845845,1.801566207,508.9019481,-70.53457897,-18.84485535,-46.12385383,-29.13620752,-167.7607648,2.058395221,16.6936215,52.17964919,11.86200951,250.3167946,-16.26390757,-0.286600507,-3.956293041,-9.570508756,
Firm 162,0.681777324,-2.050202159,3.907412474,-3.09734237,0.850882295,3.940433114,23.2579852,35.20180156,2.396869283,22.30232898,-0.167041868,-0.181484288,-0.489142047,-0.261950186,-0.11786305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 163,621.0395485,1096.406518,277.312317,104.8905211,21.28665095,619.6660515,1606.478137,616.5440349,197.4033478,551.4236845,1607.625433,1672.560786,331.9538984,282.0415882,640.2788762,0.98375088,0.997805702,0.727063742,0.492352081,0.938152319,0.237784377,0.791834686,0.898892351,0.600679219,0.089929284,0.671018982,0.886727259,0.896867819,0.547674785,0.402179239,1.003517604,1.154134537,0.036173717,1.215447038,0.641361738,0.136129681,0.410927222,0.623209934,0.476565077,0.288637668,0.394435545,0.634412251,0.764194675,0.139797821,1.074663193,
Firm 164,23.04073292,20.20151891,2.746744322,0,0,-37.98026206,-8.201911582,0.073087237,0,0,-17.91676706,-3.060986118,0.459740358,0,0,0.01121743,0.964887759,0.241441617,0,0,0.029701223,0.40690002,0.816639131,0,0,0.814058859,1.905930909,1.133429048,0,0,1.050824725,0.830158243,0.862205089,0,0,0.291718801,0.462489632,1.203341905,0,0,0.731746979,1.48679208,0.182262052,0,0,
Firm 165,393.0131698,215.7503631,147.9163938,250.8656153,633.9125869,808.8514915,962.5097044,68.11489176,1211.920473,601.0872842,339.0017653,143.9327682,331.5049003,20.96879398,87.25282761,0.297064325,0.561125809,0.132086273,0.446443471,1.334639567,0.762316978,0.411431616,0.961191762,0.370790637,0.712261557,0.734741379,0.689130942,0.14619499,0.899274938,0.102528986,0.371482049,0.770020266,1.166958981,1.358112164,1.295773466,0.289820212,0.586399822,0.465550023,0.060667376,0.205752,1.395433128,0.06531473,1.055345409,0.247158989,1.224276478,
Firm 166,1.234526613,0.012246515,0.612889675,5.923739133,0.455034412,3.447958237,42.14029309,13.50860494,58.43131976,20.835557,32.73301386,2.370965192,35.46250518,29.22376887,11.14493017,8.720425261,3.709353987,-1.341755498,-53.1134112,248.8576975,16.56365669,-7.424211263,4.758962203,-342.8154419,791.2878742,144.452073,-2.26287422,1.348585553,-112.9015704,1222.879483,3.344230675,-0.034739694,30.31470335,-152.188988,56.45831191,316.0246794,-0.140109971,53.77073097,-197.3796728,317.9775139,5.018738184,-2.87688029,30.14474135,-661.224952,747.8473272,
Firm 167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 169,0,0,0,0,21.79283265,0,0,0,0,122.3119329,0,0,0,0,49.06943762,0,0,0,0,0.480967634,0,0,0,0,0.269704474,0,0,0,0,0.551134546,0,0,0,0,0.230386449,0,0,0,0,0.181398113,0,0,0,0,0.044480171,
Firm 170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 171,0,50.77864739,100.6582134,152.9677675,8.637008057,0,16.45375383,2.175315204,25.97304527,139.2969236,0,2.318821927,25.56148985,91.41190021,7.506801961,0,1.436411113,0.264478154,0.602653487,0.226445676,0,0.34835645,0.358254264,0.520665937,0.523914667,0,2.417061117,0.184071048,1.853442182,0.051663538,0,1.994723893,0.296153195,0.068698296,0.213589626,0,0.285682163,0.27857768,0.275294342,0.571972844,0,1.649517983,1.634627836,0.618044953,0.889142934,
Firm 172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 173,-2.642650241,-0.26063371,0,0,0,21.12660187,15.91083321,27.66557151,7.074881347,7.116389612,29.35942216,22.40388159,1.837415172,25.43838524,2.447373695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 174,11.13563878,7.267921658,91.53502578,0,0,195.398414,201.9064781,150.1799255,0,0,22.13757094,37.3586413,67.42327458,0,0,0.050266891,0.40337041,0.169989885,0,0,0.058844127,0.816327749,1.987530893,0,0,0.008995293,1.254921845,0.645733502,0,0,1.050220345,0.793579644,0.481679335,0,0,0.017858784,0.430521979,0.508092429,0,0,0.105482827,1.072171847,0.745073673,0,0,
Firm 175,0,-0.001425626,0.010801017,-0.021897576,0,0.071618187,0.000157636,0.225891435,0.060165023,0.041602426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 177,78.25466501,4.534959053,2.651768267,32.80977947,3.155557311,58.83583419,126.3751518,45.82710925,66.2175278,10.29314074,93.31397401,51.84365496,62.82433511,7.56965815,39.37275956,0.583934013,0.354616838,0.416020932,0.351246627,1.300822321,0.316077845,0.482926863,0.480070412,1.032775074,0.87100078,0.56854682,0.586234256,1.103597039,1.728382678,0.508476536,0.31146863,0.12930917,0.080852138,0.422303842,1.114552397,1.064033033,0.899178661,0.511334301,1.161635098,0.511320675,2.215419282,0.883316511,0.78850153,0.005615769,1.196603883,
Firm 178,0,0,0,0,0.077656349,0,0,0,0,-0.052208017,0,0,0,0,0.551723099,0,0,0,0,0.877203717,0,0,0,0,25.2540153,0,0,0,0,11.44487503,0,0,0,0,0.46486641,0,0,0,0,13.78629655,0,0,0,0,6.943381085,
Firm 179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 180,61.19531571,161.036281,103.5132274,29.99510239,1.370966264,45.65521668,45.99575929,45.27353357,202.2553153,117.9982743,33.04745234,26.62956923,186.7906234,195.1507123,65.73338819,1.052387049,0.081043183,1.693715258,0.762268791,0.022833182,0.027620909,0.540161919,0.254216952,0.492188183,0.170358607,2.388277939,0.49494091,0.947747025,0.11834275,0.160302988,0.776697356,0.855220018,0.15355956,0.193564179,0.240726799,0.346327445,0.828639465,0.100258352,0.009298518,0.157769077,1.420370796,1.155398349,0.777272185,2.085148199,0.81192642,
Firm 181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 183,18.31225079,111.1291911,355.9483712,341.2974302,163.4177519,326.818468,271.0257262,469.2309559,51.50734111,489.3696529,217.3580349,26.87804963,468.1206383,116.6842184,106.7711805,0.792874647,0.721086825,1.600208789,0.772610308,0.367482156,0.582314372,0.170900449,0.173078446,0.064638394,0.278981409,0.92960721,1.886278594,3.200846033,0.447158555,0.498186031,0.773501276,0.520048172,0.310886135,0.901387238,0.725454056,0.56696728,0.404356384,0.374824439,0.355158959,0.36685876,0.931774009,0.980695164,1.914817081,0.648761152,2.01207753,
Firm 184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 185,165.6746526,342.4762081,222.6590711,234.0695077,36.3744146,295.1324815,412.8758438,644.8422918,604.2611289,619.1789746,174.8303595,183.7896265,192.5712652,226.1635899,140.1815758,0.727162097,0.718736056,1.103609077,0.042689431,0.664132487,0.132083747,0.480851583,0.592723841,0.273260774,0.553739174,1.100062667,2.43678649,0.95999807,0.980006656,1.365777185,0.194069312,2.05065504,0.980364015,1.421705459,0.718622706,0.121297799,0.006503031,0.583331803,0.554539111,0.225518442,0.182365311,1.670903727,0.567525173,1.802064662,0.091242396,
Firm 186,234.6782932,481.117995,165.304019,77.74951089,305.4286438,162.5151826,183.4956804,67.02057022,432.1306538,680.2388732,340.5797168,49.91522851,394.4681709,181.1835908,641.4660668,0.636337072,0.710587489,1.042365589,0.689821122,0.32704487,0.611255721,0.462734416,0.019788563,0.244771027,0.369983173,1.840276963,0.309368667,0.575578656,1.962785127,0.194366568,1.124562162,0.221921312,0.592686897,0.039702474,1.211468803,0.186605298,0.503075942,0.3369092,0.27444039,0.354998586,0.794050685,0.16305846,0.177342872,1.443602451,1.714127018,
Firm 187,433.6941542,313.8450994,81.5039057,0,0,646.9632609,159.057961,352.7356167,0,0,286.458129,101.6967507,339.6470642,0,0,1.009392746,0.773430064,0.801857874,0,0,0.293196186,0.028681743,0.868692511,0,0,0.44234684,1.323462528,1.389924241,0,0,1.524627603,0.422610691,0.753236631,0,0,0.026072003,0.141577841,0.604669272,0,0,0.786196967,0.059675568,0.405696516,0,0,
Firm 188,0.017488696,-1.05107E-08,0,17.50598007,-19.19138318,0.02971852,0,0,616.2999416,59.16433737,-5.65609E-09,0,0,118.9917714,96.40938404,0,0,0,828809.3715,0,0,0,0,2691212.47,0,0,0,0,43182.18632,0,0,0,0,985011.3038,0,0,0,0,575064.787,0,0,0,0,3978266.352,0,
Firm 189,40.48402987,55.35496115,301.4542613,486.0349363,336.8514372,744.989556,847.7815016,796.5463497,673.6495393,1251.587503,361.9887617,28.41326933,45.17536793,441.836434,173.9229617,0.772629247,0.758469329,0.256701595,1.877367109,0.128274871,0.028468416,0.448216493,0.047924126,0.00420968,0.35387189,0.556198356,0.67614015,1.648844913,0.103447937,1.698916317,0.18530187,0.160366659,0.798106489,0.022490993,0.379670788,0.557443822,0.610835655,0.265852751,0.257334624,0.499573203,0.017030388,0.460763971,1.10306829,1.766913002,0.608322064,
Firm 190,-9.268929337,-0.058421862,0.106258057,124.5773396,0,99.70709551,57.85375982,366.7686236,83.18736729,227.7488959,248.1066512,239.7978968,60.01935907,7.75620189,113.8015458,-0.051556535,-0.020075893,0.009176675,3.641525368,0,-0.130407109,-0.099231083,0.019868513,0.16686199,0.175760069,-0.373239006,-0.624151066,0.579482798,1.929606268,0.211831832,-0.2742918,-0.010597222,0.008949865,1.527400152,0,-0.034357132,-1.034156382,0.421090897,0.186409996,0.405606088,-0.012349069,-0.314472047,0.233579436,0.046916738,0.431691708,
Firm 191,0.77322812,0,0,0,0,2.826434507,0,0,0,0,-1.588264314,0,0,0,0,-11.76734367,0,0,0,0,0.146492278,0,0,0,0,-15.80568255,0,0,0,0,37.73902688,0,0,0,0,-0.333299322,0,0,0,0,26.52053884,0,0,0,0,
Firm 192,0,0,13.51617223,18.61723848,85.07356637,0,0,-0.694363414,7.720253883,7.372620685,0,0,-0.858940918,11.0351621,13.81981241,0,0,0.100463842,0.734833858,1.06030861,0,0,0.257968471,0.40641147,0.413513452,0,0,1.669126371,0.595666795,1.155669241,0,0,0.942282611,0.066570919,0.020700189,0,0,0.371355933,0.52108248,0.000781217,0,0,0.473048729,1.103014896,0.905942582,
Firm 193,33.50426223,20.90331349,59.33610581,72.17500579,1.554270339,217.0683257,85.75227471,62.65216972,170.8489561,119.9947781,10.97120085,0.225811529,-0.076943679,7.807751839,7.861676034,0.183060793,0.382221452,1.6179409,0.598938581,0.310553374,2.732707774,0.208811334,-0.041117033,0.225497866,0.250048693,3.038418515,0.313651916,1.336481516,0.223620176,0.736004797,0.757227053,0.451546142,1.08678978,0.302589827,0.472693621,0.000210887,0.068538886,0.004295213,0.071977256,0.16979603,1.071015444,0.601779032,0.393313281,0.314801435,0.871755406,
Firm 194,40.20324398,87.07214181,82.89835864,102.013352,207.3344062,197.916065,227.3091739,151.3060768,143.0379043,381.6934178,58.14490279,8.74206801,61.74044218,28.83014398,189.9897491,0.423046859,0.097182134,0.521364463,0.515662142,0.353885067,0.407105167,0.723314863,0.645775602,0.359589539,0.360823105,1.015109125,0.952669029,1.353588338,0.821213841,0.38230883,0.293563139,1.180153675,0.181133602,0.515595492,0.352984083,0.102223231,0.359042892,0.699049716,0.712829983,0.570816268,1.275981302,0.834260491,0.641048877,0.673901148,0.36047821,
Firm 195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
